"filename", "language", "C#", "XML", "HTML", "Markdown", "MS SQL", "JSON", "comment", "blank", "total"
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\ja\System.Text.RegularExpressions.xml", "XML", 0, 864, 0, 0, 0, 0, 0, 0, 864
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\ko\System.Text.RegularExpressions.xml", "XML", 0, 863, 0, 0, 0, 0, 0, 0, 863
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\ru\System.Text.RegularExpressions.xml", "XML", 0, 777, 0, 0, 0, 0, 0, 0, 777
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\zh-hans\System.Text.RegularExpressions.xml", "XML", 0, 849, 0, 0, 0, 0, 0, 0, 849
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\zh-hant\System.Text.RegularExpressions.xml", "XML", 0, 852, 0, 0, 0, 0, 0, 0, 852
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\System.Text.RegularExpressions.xml", "XML", 0, 844, 0, 0, 0, 0, 0, 0, 844
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\de\System.Text.RegularExpressions.xml", "XML", 0, 844, 0, 0, 0, 0, 0, 0, 844
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\es\System.Text.RegularExpressions.xml", "XML", 0, 808, 0, 0, 0, 0, 0, 0, 808
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\fr\System.Text.RegularExpressions.xml", "XML", 0, 844, 0, 0, 0, 0, 0, 0, 844
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\it\System.Text.RegularExpressions.xml", "XML", 0, 843, 0, 0, 0, 0, 0, 0, 843
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\ja\System.Text.RegularExpressions.xml", "XML", 0, 864, 0, 0, 0, 0, 0, 0, 864
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\ko\System.Text.RegularExpressions.xml", "XML", 0, 863, 0, 0, 0, 0, 0, 0, 863
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\ru\System.Text.RegularExpressions.xml", "XML", 0, 777, 0, 0, 0, 0, 0, 0, 777
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\zh-hans\System.Text.RegularExpressions.xml", "XML", 0, 849, 0, 0, 0, 0, 0, 0, 849
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\zh-hant\System.Text.RegularExpressions.xml", "XML", 0, 852, 0, 0, 0, 0, 0, 0, 852
"c:\Users\herma\source\repos\SistemaVenta\App\packages\iTextSharp.5.5.13.3\LICENSE.md", "Markdown", 0, 0, 0, 9, 0, 0, 0, 6, 15
"c:\Users\herma\source\repos\SistemaVenta\App\packages\iTextSharp.5.5.13.3\gnu-agpl-v3.0.md", "Markdown", 0, 0, 0, 545, 0, 0, 0, 107, 652
"c:\Users\herma\source\repos\SistemaVenta\App\packages\iTextSharp.5.5.13.3\lib\iTextSharp.xml", "XML", 0, 37052, 0, 0, 0, 0, 501, 960, 38513
"c:\Users\herma\source\repos\SistemaVenta\App\packages\itextsharp.xmlworker.5.5.13.3\LICENSE.md", "Markdown", 0, 0, 0, 9, 0, 0, 0, 6, 15
"c:\Users\herma\source\repos\SistemaVenta\App\packages\itextsharp.xmlworker.5.5.13.3\gnu-agpl-v3.0.md", "Markdown", 0, 0, 0, 545, 0, 0, 0, 107, 652
"Total", "-", 18608, 2694288, 208, 1125, 1299, 139, 4172, 3235, 2723074
